"id","nome","ano_lancamento","dev_publisher","plataforma","genero","engine_tech","status_codigo","metodo_modificacao","dificuldade","esforco_horas","viabilidade_claude","raciocinio_dificuldade","dilemas_compativeis","aderencia_psyfun","exemplo_concreto","popularidade","idade_publico","requisitos_tecnicos","custo_licencas","risco_tos","links","imagens","observacoes","fonte_agente"
"discord-spellcast","SpellCast (Discord Activity)","2022","Discord","windows|mac|linux|android|ios|web","word-game-multiplayer","Web / Embedded App","closed-only","api-publica","2","S","4","Não é moddável (fechado), mas é referência de design. Recriar um clone word-game em Discord Activity é viável.","CPG|SH","2","Fraco pra dilema social nativo; mais útil como case pra design de Activity.","Activity oficial Discord, milhões de lobbies","13+","N/A pra mod; Activity SDK pra clone","grátis","2","https://discord.com/activities","","Incluído como referência de design, não como alvo de mod direto.","creative-platforms"
"uefn-deathrun","Deathrun (UEFN)","2018","Epic / comunidade","windows|mac|playstation|xbox|switch|android|ios","obstacle-course","UEFN / Verse","creative-platform","creative-mode-in-game","2","S","4","Clássico desde Fortnite Creative 1.0.","SD|SH","2","Fraco pra dilema.","milhares de ilhas","12+","UEFN","grátis","2","https://create.fortnite.com","","","creative-platforms"
"uefn-simon-says","The Pit / 1v1 Arena (UEFN)","2018","comunidade","windows|mac|playstation|xbox|switch|android|ios","arena-pvp","UEFN / Verse","creative-platform","creative-mode-in-game","2","S","4","Arena 1v1 simples em UEFN.","SH|CPG","2","Fraco.","millions plays","12+","UEFN","grátis","2","https://create.fortnite.com","","","creative-platforms"
"unity-lego-microgame","Unity LEGO Microgame","2020","Unity Technologies / LEGO","windows|mac|linux","sandbox-template","Unity","source-available","template-engine","2","S","4","Template LEGO Unity, behaviors visuais, C# support","CPG|SH","2","2-player construção cooperativa: blocos pro pool comum vs próprio castelo","Unity Hub","7+","Unity 2019.4+","gratuito (com restrições de uso comercial LEGO)","2","https://learn.unity.com/project/lego-template | https://assetstore.unity.com/packages/templates/lego-microgame-158787","","Restrições LEGO — uso pesquisa OK","engine-templates"
"unity-match3-template","Match-3 Starter Kit (Unity)","2020","Multiple (Asset Store)","windows|mac|android|ios","match3-template","Unity","source-available","template-engine","2","S","4","Kits Asset Store com source C# completo","CG|PG","2","2-player: gem pro pool comum vs score próprio","vários kits 1k+ vendas cada","all-ages","Unity 2020+, C#","US$20-60","2","https://assetstore.unity.com/categories/templates","","Categoria, não template único","engine-templates"
"unity-gigaya","Gigaya (Unity platformer case study)","2022","Unity Technologies","windows","platformer-template","Unity","source-available","template-engine","2","M","4","Projeto cancelado mas arte/código disponíveis como reference","SH|CPG","2","","Sunsetted 2022","all-ages","Unity 2022+","gratuito","2","https://unity.com/demos/gigaya","","Projeto cancelado; uso limitado","engine-templates"
"unreal-stack-o-bot","Stack O Bot (UE5 Learning Sample)","2021","Epic Games","windows","3d-platformer-template","Unreal Engine 5","open-source","template-engine","2","S","4","Sample UE5 gameplay basics, Blueprint","SH|CPG","2","","Epic official","all-ages","UE 5.0+","gratuito","2","https://www.unrealengine.com/marketplace/en-US/product/stack-o-bot","","","engine-templates"
"construct-match3","Match-3 Template (Construct 3)","2020","Scirra community","web|android|ios","match3-template","Construct 3","source-available","template-engine","2","S","4","Event sheets, lógica clara","","2","","Construct marketplace","all-ages","Construct 3","US$15-30","2","https://www.construct.net/en/game-assets/game-templates","","","engine-templates"
"godot-asset-library","Godot Asset Library (various templates)","2018","Godot community","windows|mac|linux|web","multi-template","Godot","open-source","template-engine","2","S","4","100s de projetos/templates","","2","","Godot Asset Library oficial","all-ages","Godot","gratuito (MIT dominante)","1","https://godotengine.org/asset-library/asset","","Hub de projetos open source","engine-templates"
"pico8-poom","Poom (PICO-8 Doom-like)","2020","Frederick Raynal","web","fps","PICO-8","source-available","template-engine","4","M","3","Raycast engine custom, Lua denso","PD|CPG","3","","PICO-8 BBS destaque","13+","PICO-8","US$15","2","https://www.lexaloffle.com/bbs/?tid=38523","","Impressionante; difícil de modificar","engine-templates"
"gamemaker-asset-platformer","GameMaker Platformer Template","2022","YoYo Games","windows|mac|linux|android|ios","platformer-template","GameMaker Studio 2","source-available","template-engine","2","S","4","GML readable, templates curtos","SH|CPG","2","","GM Marketplace","all-ages","GameMaker 2","free tier","2","https://marketplace.gamemaker.io/","","","engine-templates"
"defold-match3-example","Defold Match-3 Example","2020","Defold community","web|android|ios","match3-template","Defold","open-source","template-engine","2","S","4","Match-3 em Lua","","2","","Defold GitHub","all-ages","Defold","gratuito","1","https://github.com/defold","","","engine-templates"
"doom-browser-js","Doom (browser port js-dos/Emscripten)","2015","id Software (original) / ports","web","fps","Emscripten","open-source","code-fork","4","M","3","Doom source GPL. Build Emscripten dá Doom no browser. Modificar requer C + WADs.","PG|PD","3","Coop Doom: modificar pistola compartilhada com munição pool.","Doom source 100M+ cópias","16+","C, Emscripten","grátis (shareware WAD)","1","https://github.com/raymoo/doom-js | https://github.com/id-Software/DOOM","","Alto esforço","html5-web"
"open-transport-tycoon-web","OpenTTD (web-ish / wasm experiments)","2004","OpenTTD team","cross-platform","simulation","C++","open-source","code-fork","4","L","3","Não é web estrito — incluído por WASM builds experimentais.","CG","3","Shared road infra.","50k+ jogadores","all-ages","C++","grátis","1","https://github.com/OpenTTD/OpenTTD","","Borderline web","html5-web"
"open-fodder","Open Fodder (Cannon Fodder web)","2016","community","web","action-strategy","C++/Emscripten","open-source","code-fork","4","L","3","Port C++ pra web.","PG","3","Squad coop.","nicho","13+","C++","grátis","2","https://github.com/open-fodder/open-fodder","","Legacy","html5-web"
"dominion-web","Dominion (FOSS web clone)","2016","community","web","card-deckbuilder","Node + JS","open-source","code-fork","4","L","3","Dominion tem cards complexas.","BG","3","Cartas attack.","Dominion 2M+ copies","13+","Node","grátis","3","https://github.com/topics/dominion","","Complexidade alta","html5-web"
"cataclysm-webport","Cataclysm: Dark Days Ahead (web port experimental)","2013","CleverRaven","web|windows|linux","roguelike-survival","C++/Emscripten","open-source","code-fork","4","L","3","C++ maduro, GPL. Web port é parcial.","CG","3","Sobrevivência shared resources.","GitHub 10k+ stars","13+","C++","grátis","1","https://github.com/CleverRaven/Cataclysm-DDA","","Borderline web","html5-web"
"craft-js","Craft (C port) - web builds","2013","Michael Fogleman","web|desktop","sandbox-voxel","C","open-source","code-fork","4","M","3","C, MIT. Minecraft clone simples.","CG","3","Multi-player shared world.","10k+ stars","all-ages","C","grátis","1","https://github.com/fogleman/Craft","","Não estritamente web","html5-web"
"mek-io","MekArcade / warbrokers (fps io open clones)","2018","community","web","io-fps","three.js","source-available","code-fork","4","L","3","Parcial.","PG","3","Team FPS.","medium","13+","three.js","grátis","2","https://warbrokers.io","","Semi-closed","html5-web"
"no-mans-sky-analog","No Man's Sky Analog (jam)","2016","Ludum Dare 35 entry","web","exploration","JavaScript","open-source","code-fork","2","S","4","Ludum Dare compo obriga source. JS simples.","CG","2","Recursos compartilhados entre jogadores — sobrepesca","LD35 entries 2000+","all-ages","JS","gratuito","1","https://ldjam.com/events/ludum-dare/35","","LD é mina pra prototipagem rápida","itch-source"
"open-hexagon","Open Hexagon","2012","Vittorio Romeo","windows|linux|mac","arcade-reflex","C++/SFML","open-source","scripting-in-game","2","S","4","AGPL3, source no GitHub (vittorioromeo/SSVOpenHexagon). Pack system Lua-scripted. Itch origin.","CPG","2","Mod com 2 jogadores num mesmo hexágono sincronizando dodges","itch 200k+, Steam 4.9k reviews","7+","C++, Lua packs","gratuito AGPL","1","https://vittorioromeo.itch.io/open-hexagon | https://github.com/vittorioromeo/SSVOpenHexagon","","Single-player reflex, coop forçada","itch-source"
"warsow-source","Warsow / Warfork","2005","Chasseur de bots","windows|mac|linux","fps-arena","Qfusion/C++","open-source","code-fork","4","L","3","GPL, C++, base Quake. Itch distribui Warfork.","PG","3","Team-mode com flag compartilhada (PG) ou rouba e foge (trai)","nicho; Warfork itch ~50k","13+","C++","gratuito GPL","1","https://warfork.itch.io/ | https://github.com/WarfightersGroup/qfusion","","Arena shooter — força-barra pra dilema social","itch-source"
"pixelvision8-games","Pixel Vision 8 games","2017","Jesse Freeman + comunidade","windows|mac|linux|web","fantasy-console","C#/Lua","open-source","code-fork","2","S","4","MIT, C#. Lua scripting.","PG","2","","itch nicho","all-ages","PV8","gratuito","1","https://jessefreeman.itch.io/pixel-vision-8 | https://github.com/PixelVision8/PixelVision8","","Engine","itch-source"
"devilutionx","DevilutionX (Diablo 1 reimpl)","2018","DevilutionX team","windows|mac|linux","arpg","C++","open-source","code-fork","4","L","3","Sustainable FOSS, needs Diablo MPQ","PG|DG","3","Multiplayer loot share mod","itch + web moderate","13+","C++","gratuito (MPQ pago)","2","https://github.com/diasurgical/devilutionX","","","itch-source"
"playdate-sdk-foss","Playdate SDK FOSS games","2022","Panic + comunidade","playdate","handheld","Playdate/Lua","source-available","sdk-oficial","2","S","4","SDK Lua/C; itch distribui muitos FOSS Playdate","CPG","2","","Playdate 70k+ hardware","all-ages","Playdate SDK","gratuito","2","https://itch.io/games/platform-playdate | https://play.date/dev/","","Requer hardware","itch-source"
"frozen-bubble-android","Frozen Bubble","2011","Pawel Aleksander Fedorynski (port)","android|linux|windows","puzzle-arcade","Java Android SDL port","open-source","code-fork","2","S","4","Port de classico Linux; source C + Android Java wrapper","CPG|SH","2","Modo 2-jogadores ja existia no original — adaptar pra escolha cooperar/trair em puzzle-clearing","F-Droid 100k+, versao desktop muito popular anos 2000","all-ages","C, SDL, Android NDK","GPLv2","1","https://github.com/robinst/frozen-bubble-android | https://www.frozen-bubble.org","","Modo 2P permite experimento coop/competitivo","mobile-foss"
"opensonic-android","Open Surge (Android port)","2019","Alexandre Martins","android|windows|linux","platformer","C + SurgeScript","open-source","scripting-in-game","2","S","4","Engine open-source com SurgeScript (linguagem propria) para mods; Android port comunidade","CPG","2","Plataforma single-player; multiplayer exigiria grande reforma","nicho, ativa","all-ages","C, SurgeScript","GPLv3","1","https://github.com/alemart/opensurge | https://opensurge2d.org","","Aderencia baixa mas engine e mod-friendly","mobile-foss"
"pacman-android-foss","Ms. Pacman-like Android FOSS","2015","multiple forks","android","arcade","Android Java libGDX","open-source","code-fork","2","S","4","Clone Pacman Android open","CPG|CG","2","Multi-pacman com pontos compartilhados simulando Commons","F-Droid e GitHub","all-ages","Java libGDX","MIT","1","https://github.com/topics/pacman-android","","Templates variados","mobile-foss"
"cocos2d-sandbox","Cocos2d-x sample games (tests)","2013","Cocos Engine","android|ios|windows|mac|linux","engine-samples","C++ Cocos2d-x","open-source","template-engine","2","S","4","Cocos2d-x e engine C++ cross; tests inclui mini-jogos","CPG","2","Sample HelloLua como base pra prototipo","engine usada por 1.4M devs","all-ages","C++ ou Lua bindings","MIT","1","https://github.com/cocos2d/cocos2d-x","","Engine abandonada (Cocos Creator substitui) mas samples ainda uteis","mobile-foss"
"spritekit-examples","Apple SpriteKit example games","2014","Apple","ios|mac","engine-samples","Swift SpriteKit","source-available","template-engine","2","S","4","Tutoriais oficiais Apple; Swift+SpriteKit","CPG","2","Templates iOS-only","docs Apple","all-ages","Swift, Xcode","sample code Apple","2","https://developer.apple.com/documentation/spritekit","","iOS only — restriccao plataforma","mobile-foss"
"mynah","MyNah (puzzle platformer FOSS Android)","2016","varios","android","platformer-puzzle","libGDX","open-source","code-fork","2","S","4","Puzzle platformer simples","CPG","2","Solo","F-Droid","all-ages","libGDX","MIT","1","https://f-droid.org/en/packages/","","","mobile-foss"
"freedoom","Freedoom","2003","Freedoom Project","windows|mac|linux|web","fps-retro","Doom engine (IWAD)","open-source","sdk-oficial","2","S","4","Freedoom é conjunto de assets livres; roda em engines Doom (GZDoom, Chocolate). Mods via WAD + DECORATE/ZScript amplamente documentados.","PG|SH|CPG","2","Mapa coop onde jogadores podem atirar em alvos de grupo (coop=spawna saúde pra todos) ou inimigos próprios (trair=ganha kill pessoal).","GitHub 2k+ stars, base gigante de WAD modding","16+","GZDoom, SLADE, DECORATE/ZScript","grátis (BSD)","1","https://freedoom.github.io/ | https://github.com/freedoom/freedoom","","Assets livres; engine GZDoom permite scripting poderoso.","open-source"
"supertux","SuperTux","2003","SuperTux Devs","windows|mac|linux|android","platformer","C++ custom + Squirrel","open-source","code-fork","2","S","4","Engine C++ clara, scripting Squirrel em níveis, editor de fase embutido. Single-player por default; fork co-op precisaria mergulho.","CPG|SH","2","Fork co-op: dois Tux, item compartilhado vs pessoal (coop=ambos vivem se dividirem moedas; trair=pega tudo e deixa o parceiro atrás).","GitHub 3k+ stars","all-ages","C++, Squirrel, SDL","grátis (GPL)","1","https://www.supertux.org/ | https://github.com/SuperTux/supertux","","Aderência baixa sem mod co-op pesado.","open-source"
"naev","Naev","2009","Naev Dev Team","windows|mac|linux","space-sim","C + Lua","open-source","scripting-in-game","2","S","4","Engine C, todos scripts de missão em Lua. Mod de missão é trivial via arquivo Lua novo.","TG|DG|PD","2","Missão Lua: dois pilotos recebem recompensa; jogador decide dividir (coop) ou roubar (trair) — Dictator/Ultimatum customizável.","GitHub 1k+ stars","10+","Lua","grátis (GPL)","1","https://naev.org/ | https://github.com/naev/naev","","Single-player; dilema precisa NPC-controlado, mas bem-montado.","open-source"
"flare-rpg","Flare (game)","2011","Clint Bellanger","windows|mac|linux|android","arpg","Flare Engine (C++/SDL)","open-source","code-fork","2","S","4","Engine C++ + dados texto — criar mod novo é editar arquivos config. Único aspecto: single-player apenas.","DG|PG","2","Mod hot-seat: drop de loot compartilhado; escolha distribuir ou monopolizar simula Dictator.","Comunidade pequena","10+","C++/SDL, texto config","grátis (GPL)","1","https://flarerpg.org/ | https://github.com/flareteam/flare-game","","Diferente do FLARE engine já em classic-reimpl? Aqui é o jogo em si (content pack).","open-source"
"gcompris","GCompris","2000","KDE","windows|mac|linux|android","edutainment","Qt/QML + JavaScript","open-source","code-fork","2","S","4","Suite de mini-games educacionais em QML/JS — adicionar novo mini-game com dilema é simples. Infra multi-criança existe.","PG|DG|TG","2","Mini-game novo: duas crianças contribuem balas pra caixa coletiva (coop) ou mantém (trair) — Public Goods kid-friendly.","Educação mundial","all-ages","QML, JavaScript","grátis (GPL)","1","https://gcompris.net/ | https://invent.kde.org/education/gcompris","","Ideal pra exceção crianças.","open-source"
"neverball","Neverball / Neverputt","2003","Neverball Team","windows|mac|linux","arcade-physics","C/OpenGL","open-source","code-fork","2","S","4","C claro, editor de fase existe. Neverputt é multiplayer hot-seat, fácil de hackear lógica de pontuação.","SD|CPG","2","Fase dividida: rota comum (coop, ambos ganham) vs rota individual (trair, só um ganha) — Snowdrift.","Clássico Linux","all-ages","C, OpenGL","grátis (GPL)","1","https://neverball.org/ | https://github.com/Neverball/neverball","","Hot-seat facilita experimento presencial.","open-source"
"liquidwar6","Liquid War 6","2005","Ufoot","windows|mac|linux","arcade-strategy","C + Guile Scheme","open-source","scripting-in-game","2","S","4","Multiplayer nativo, scripts em Guile (Scheme). Jogo de fluido-RTS ultra-simples, 6 jogadores.","SH|PG|CPG","2","2v2v2: aliados escolhem atacar alvo coletivo (coop) ou um inimigo pessoal (trair); dilema-escolha em rodadas.","Cult GNU","all-ages","C, Guile","grátis (GPL)","1","https://www.gnu.org/software/liquidwar6/","","Mecânica simples + multiplayer = bom fit.","open-source"
"lbreakout2","LBreakout2","2002","Michael Speck","windows|mac|linux","arcade-breakout","C/SDL","open-source","code-fork","2","XS","4","Breakout clássico em C. Single-player. Modificar pra hot-seat com recurso comum é viável.","PG","2","Fork 2-players: power-ups caem na área neutra; pegar pra si (trair) ou deixar passar pro parceiro (coop).","Clássico Linux","all-ages","C, SDL","grátis (GPL)","1","https://lgames.sourceforge.io/LBreakout2/","","Mecânica simples ajuda prototipagem.","open-source"
"kobodeluxe","Kobo Deluxe","2002","David Olofson","windows|mac|linux","shoot-em-up","C/SDL","open-source","code-fork","2","XS","4","Shmup simples, C. Ideal pra experimento rápido — pequeno o bastante pra modificar.","SH|CPG","2","Versão 2-player hot-seat: alvos coletivos (coop, pontos pra ambos) vs alvos pessoais.","Cult retro","7+","C, SDL","grátis (GPL)","1","http://olofson.net/kobodl/","","Codebase enxuto = prototipagem rápida.","open-source"
"tsc","The Secret Chronicles of Dr. M.","2013","TSC Team","windows|linux","platformer","C++/SFML + Ruby scripting","open-source","scripting-in-game","2","S","4","Fork mantido do Secret Maryo. Scripting Ruby pra eventos de fase.","CPG","2","Script Ruby: evento de decisão em fase — atalho pessoal vs caminho conjunto.","Nicho indie","all-ages","C++, Ruby","grátis (GPL)","1","https://secretchronicles.org/ | https://github.com/Secretchronicles/TSC","","Sucessor vivo.","open-source"
"btanks","Battle Tanks","2006","Netive Media","windows|mac|linux","arcade-combat","C++/Python","open-source","code-fork","2","S","4","Tanques top-down arcade em C++ com binding Python. Multiplayer LAN.","PG|SH","2","2v2: power-ups compartilháveis — coletar pro time (coop) ou pra si (trair).","Cult indie","7+","C++, Python","grátis (GPL)","1","http://btanks.sourceforge.net/","","","open-source"
"atomic-tanks","Atomic Tanks","2005","Tom Hudson","windows|linux","artillery","C++/Allegro","open-source","code-fork","2","S","4","Clone Scorched Earth 2D, C++ pequeno. Hot-seat nativo.","PD|SD","2","Hot-seat 2 tanques: atirar em alvo comum vs no rival.","Cult","7+","C++, Allegro","grátis (GPL)","1","http://atanks.sourceforge.net/","","Simples + hot-seat.","open-source"
"brogue","Brogue","2009","Brian Walker","windows|mac|linux","roguelike","C","open-source","code-fork","2","S","4","Roguelike C minimalista, código legível. Single-player.","","2","Single-player — fit fraco sem fork multiplayer.","Cult roguelike","10+","C","grátis (AGPL)","1","https://sites.google.com/site/broguegame/ | https://github.com/tmewett/BrogueCE","","Codebase limpo, ideal pra estudo; aderência baixa.","open-source"
"extreme-tux-racer","Extreme Tux Racer","2005","ETR Team","windows|mac|linux","arcade-racer","C++/OpenGL","open-source","code-fork","2","S","4","Racing de pinguim C++. Single-player.","","2","Fit fraco single-player.","Cult","all-ages","C++","grátis (GPL)","1","https://sourceforge.net/projects/extremetuxracer/","","","open-source"
"hero-of-allacrost","Hero of Allacrost","2007","Allacrost Team","windows|linux","rpg-jrpg","C++/Lua","open-source","scripting-in-game","2","S","4","JRPG open-source com scripting Lua extenso. Diálogos/eventos moddáveis.","DG|UG|TG","2","Evento: dividir recompensa com companion (coop) vs manipular (trair) — Dictator.","Cult","10+","C++, Lua","grátis (GPL)","1","http://www.allacrost.org/ | https://github.com/Allacrost/allacrost","","Ótimo scripting.","open-source"
"valyria-tear","Valyria Tear","2012","Bertram","windows|mac|linux","rpg-jrpg","C++/Lua (Allacrost fork)","open-source","scripting-in-game","2","S","4","Fork Allacrost mais novo. Lua scripts de mapa/evento.","DG|UG","2","Quest: partilhar artefato com aliado (coop) vs ficar com ele (trair).","Cult","10+","C++, Lua","grátis (GPL)","1","https://valyriatear.blogspot.com/ | https://github.com/ValyriaTear/ValyriaTear","","Fork mais vivo que Allacrost.","open-source"
"tuxmath","TuxMath","2001","Tux4Kids","windows|mac|linux","edutainment","C/SDL","open-source","code-fork","2","S","4","Jogo educacional simples. C/SDL. Aderência baixa (matemática individual).","","2","Fit baixo.","Clássico educação","all-ages","C, SDL","grátis (GPL)","1","https://github.com/tux4kids/tuxmath","","Aderência 1.","open-source"
"mars-rts","Mars Land of No Mercy","2010","M.A.R.S. team","windows|mac|linux","shooter","C++/SFML","open-source","code-fork","2","S","4","Shooter 2D multiplayer local até 4. C++/SFML pequeno. Perfeito pra hot-seat experimento.","PD|SH|CPG","2","Team match hot-seat 2v2: atirar em alvo inimigo coletivo (coop) vs atirar no aliado por pontos (trair).","Cult","10+","C++, SFML","grátis (GPL)","1","http://www.marsshooter.org/","","Hot-seat 4-player é ouro pra experimento presencial.","open-source"
"ags-engine","Adventure Game Studio (AGS)","1997","Chris Jones et al.","windows|mac|linux|android","adventure-engine","C++","open-source","template-engine","2","S","4","Engine FOSS pra point-and-click. Scripting AGS-Script. Muitos freeware games.","DG|UG|TG","2","Cena: dividir tesouro com NPC (coop) ou mentir (trair) — Dictator.","~8k jogos feitos em AGS","10+","AGS-Script","grátis (Artistic)","1","https://www.adventuregamestudio.co.uk/ | https://github.com/adventuregamestudio/ags","","Aderência com dilema via narrativa, single-player.","open-source"
"triplet","Triplet / Triple Triad clones","2015","various","web","card","JS","open-source","code-fork","2","S","4","Implementações FOSS do minigame Triple Triad. Simples.","PD|SH","2","Variante com card trading: trocar favoravelmente com oponente (coop) vs roubar.","Forks nicho","all-ages","JavaScript","grátis","2","https://github.com/search?q=triple+triad","","IP FF sensível; forks de código OK.","open-source"
"the-battle-for-allwart","Ancient Beast","2013","FreezingMoon","web","tbs","JavaScript","open-source","code-fork","2","S","4","Turn-based hex combat browser. Multiplayer.","SH|PG","2","Team 2v2: focar boss (coop) vs focar em XP pessoal (trair).","Cult indie","10+","JavaScript","grátis (AGPL)","1","https://ancientbeast.com/ | https://github.com/FreezingMoon/AncientBeast","","","open-source"
"slither-io","Slither.io","2016","Steve Howse","web|android|ios","io-game","JS + WebGL","modding-community","private-server","4","M","3","Clones existem (slither-server) mas menos maduros que Agar. Protocolo mais obscuro.","PD|CG","3","Block (cooperar pro time) vs back-stab (trair aliado). Mecânica base individualista.","250M+ downloads mobile","7+","Node.js, WebSocket","grátis","3","https://github.com/ClitherProject/Slither.io-Protocol","","Protocol docs em GitHub ajudam.","party-multiplayer"
"diep-io","Diep.io","2016","Matheus Valadares","web|android|ios","io-game","JS + WebGL","modding-community","private-server","4","M","3","Protocolo binário mais complexo. Clones (Arras.io open-source) são alternativa melhor.","PD|SH","3","Team mode — atacar inimigo juntos (SH) ou se aproveitar dos kills.","20M+ downloads","10+","Node.js","grátis","3","https://github.com/ABCxFF/diepcustom | https://arras.io","","Prefira Arras.io — é open e tem team modes nativos.","party-multiplayer"
"csgo-surf-gamemodes","CS:GO / CS2 custom gamemodes","2012","Valve","windows|mac|linux","fps","Source 2","modding-community","scripting-in-game","4","M","3","Source 2 modding em transição; SourceMod não portado oficialmente. Mais incerto.","PD|PG","3","Bomb plant/defuse é SH coordenado.","1M+ CCU","16+","CS:GO SDK, SourcePawn","grátis","2","https://developer.valvesoftware.com/wiki/SDK_Docs","","Source 2 modding ainda imaturo.","party-multiplayer"
"telefunken","Telefunken / Confusibombasena (BR)","2020","indie BR","web","party","varies","open-source","code-fork","2","S","4","Clones BR do Gartic Phone.","CPG","2","Colaborativo.","nicho BR","10+","Node.js","grátis","1","https://github.com/topics/telefone-sem-fio","","BR culturalmente relevante.","party-multiplayer"
"dallinger","Dallinger","2017","Berkeley / Griffiths Lab","web","experiment-framework","Python/Flask","open-source","code-fork","4","M","3","Framework pra 'iterated learning' e network experiments. Mais opaco.","PG|PD|TG|CPG","3","Cadeias de transmissão cultural com dilema.","~100 stars","18+","Python, Heroku, Redis","grátis","2","https://dallinger.readthedocs.io | https://github.com/Dallinger/Dallinger","","Mais nicho; evolução cultural.","research-serious"
"moblab","MobLab","2011","MobLab Inc","web|ios|android","education-platform","JS proprietary","closed-only","sdk-oficial","2","XS","2","Plataforma comercial para ensino; no modding.","PD|PG|UG|DG|TG|CG|BG","3","Todos os dilemas prontos, UI polida — mas não modificável em código.","1M+ students","13+","conta MobLab","pago ($50+/aluno)","3","https://moblab.com","","Inspiração de design; comercial.","research-serious"
"ai-economist","AI Economist (Salesforce)","2020","Salesforce Research","windows|mac|linux","simulation-platform","Python/RL","open-source","code-fork","4","M","3","Framework RL para economia; rich simulation env.","CG|PG|BG","3","Simular N agents com decisões coop/trair e taxas.","~1k stars","18+","Python, RL","grátis","1","https://github.com/salesforce/ai-economist","","Requer humano como agent.","research-serious"
"social-dilemma-jax","JAX Social Dilemma envs","2023","academic","linux","simulation-library","JAX","open-source","code-fork","4","M","3","Reimplementações JAX rápidas; benchmarks.","PD|PG|CG","3","Benchmarks para RL; humano precisa wrapper.","acadêmico recente","18+","JAX","grátis","1","","","Alto-performance; UI humana limitada.","research-serious"
"l2j","L2J Server (Lineage 2)","2004","L2J community (FOSS)","windows|linux","mmo-private-server","Java + DataPack","source-available","private-server","4","L","3","Java + DataPack (XML + Java quests). Menos amigável que TFS mas Claude lida com Java. Cliente L2 pirata é o problema.","PG|TG|PD","3","Clan warehouse: contribuir (coop) ou retirar (trair). Raid bosses já têm dilema natural entre clans.","comunidade histórica forte","12+","Java, MySQL","gratuito (cliente NCSoft)","5","https://l2jserver.com/","","NCSoft é agressivo com DMCA","reverse-gray"
"ffxiv-dalamud","FFXIV (Dalamud plugin framework)","2020","XIVLauncher team (FOSS)","windows","mmo-addon","C# injection via ImGui","open-source","runtime-hook","4","L","3","Dalamud é injection C# para FFXIV; plugins respeitam regra 'no unfair advantage'. Square Enix oficialmente proíbe addons porém tolera Dalamud. Claude escreve C# plugin.","PG|TG|CG","3","Plugin que registra, em raids com 8 players, decisões de loot (need/greed/pass) para estudo de dilema distributivo.","2M+ XIVLauncher users","13+","C#, .NET, ImGui","sub FFXIV","4","https://github.com/goatcorp/Dalamud","","Square Enix pode banir; cautela","reverse-gray"
"re-logic-terraria-journey","Terraria (Journey mode + Harmony mod)","2020","Re-Logic","windows|mac|linux|mobile","sandbox","XNA/FNA + C#","modding-community","runtime-hook","4","M","3","Além do tModLoader (mod oficial), existem harmony-patches para journey mode. Research private server + logging.","PG|CG","3","Journey res-share: quota de items por jogador enforced por mod; decidir ativar cheat de more (trair) ou respeitar (coop).","Steam 97% 1M+ reviews; 55M+ copies","10+","C#, Harmony","R$20","2","https://forums.terraria.org/","","Overlap tmodloader; listado para caso de harmony direto","reverse-gray"
"bepinex-generic","BepInEx (Unity framework generic)","2018","BepInEx team (FOSS)","windows|mac|linux","unity-injection","Unity + Harmony","open-source","runtime-hook","4","M","3","BepInEx viabiliza mod em centenas de Unity games. Unity Mono vs IL2CPP muda dificuldade. Claude Code trabalha em Mono direto; IL2CPP exige mais trabalho.","PD|PG|CG|SH","3","Para qualquer Unity coop sem SDK oficial, BepInEx + Harmony é a via. Ex: Risk of Rain 2, Valheim, Outer Wilds.","5k+ GitHub stars; base de milhares de mods","all-ages","C#, Harmony","gratuito","3","https://github.com/BepInEx/BepInEx","","Ferramenta genérica; listado como entry point","reverse-gray"
"slay-the-spire","Slay the Spire","2019","MegaCrit","windows|mac|linux|switch|playstation|xbox|android|ios","deckbuilder","LibGDX/Java","modding-community","mod-loader-oficial","2","S","4","ModTheSpire + BaseMod community; Java; API estável. Excelente pra Claude","PD|TG","2","Single-player; mod de 'trader encounter' com investment-game dynamics","Steam 97% 220k reviews, 2M+ copies","10+","Java, ModTheSpire, BaseMod","jogo R$50","1","https://store.steampowered.com/app/646570 | https://github.com/kiooeht/ModTheSpire","","Fit médio; excelente modding tooling","sdk-aaa|tabletop-digital"
"openpokers","OpenPoker (Erlang)","2008","wagerlabs","windows|linux","poker","Erlang","open-source","code-fork","4","M","3","Erlang OTP, robusto. Documentação escassa. Fork viável mas Erlang é especializado.","TG|BG","3","Similar ao PokerTH; fork pra adicionar variants de cooperação explícita","Nicho Erlang, <1k users","18+","Erlang OTP","free","1","https://github.com/wagerlabs/openpoker","","Menos maduro que PokerTH","tabletop-digital"
"openmw","OpenMW","2008","OpenMW Team (Bethesda original)","windows|mac|linux","rpg-open-world","C++ custom engine","open-source","code-fork","3","M","4","Código C++ limpo, bem documentado, GPLv3; lua scripting para mods sem recompilar; mas game é single-player sem multi-player, enxerto de dilema social fica artificial","DG|TG","2","Usar Lua mod API pra criar NPC que pede ajuda e o player escolhe dar/não dar ouro (Dictator Game) — mas single-player limita muito","GitHub 5k+ stars, comunidade ativa 15 anos","13+","C++17, CMake, OGRE3D/OSG, Lua","engine grátis; assets originais Morrowind R$30","1","https://openmw.org | https://gitlab.com/OpenMW/openmw","","Mod via Lua 0.49+; single-player é limitação estrutural pro dilema social","classic-reimpl"
